cap-shape,cap-color,does-bruise-or-bleed,gill-attachment,gill-color,stem-color,has-ring,ring-type,habitat,season
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,p,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,p,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,p,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,p,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,u
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,w,n,f,f,d,u
x,n,f,e,p,n,f,f,d,u
x,n,f,e,w,n,f,f,d,u
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,p,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,u
x,n,f,e,p,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,u
x,n,f,e,p,n,f,f,d,u
x,n,f,e,p,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,p,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,p,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,p,n,f,f,d,u
x,n,f,e,p,n,f,f,d,u
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,p,n,f,f,d,u
x,n,f,e,p,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,p,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,p,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,p,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,w,n,f,f,d,u
x,n,f,e,p,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,p,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,u
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,u
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,p,n,f,f,d,u
x,n,f,e,p,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,w,n,f,f,d,u
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,p,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,p,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,p,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,w,n,f,f,d,u
x,n,f,e,p,n,f,f,d,u
x,n,f,e,p,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,p,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,p,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,p,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,u
x,n,f,e,p,n,f,f,d,u
x,n,f,e,w,n,f,f,d,u
x,n,f,e,p,n,f,f,d,u
x,n,f,e,w,n,f,f,d,a
x,n,f,e,w,n,f,f,d,a
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,a
x,n,f,e,p,n,f,f,d,u
f,w,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,u
x,n,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,u
f,w,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,a
f,n,f,s,p,n,f,f,g,u
x,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,a
x,n,f,s,p,n,f,f,g,a
x,w,f,s,p,n,f,f,g,u
f,n,f,s,p,n,f,f,g,a
f,w,f,s,p,n,f,f,g,a
f,n,f,x,p,n,f,f,m,u
b,n,f,x,p,n,f,f,m,u
f,n,f,x,p,n,f,f,g,a
b,n,f,x,p,g,f,f,d,a
b,n,f,x,p,g,f,f,m,u
f,n,f,x,p,n,f,f,d,a
b,n,f,x,p,n,f,f,g,a
f,n,f,x,p,g,f,f,d,a
b,n,f,x,p,n,f,f,d,a
b,n,f,x,p,g,f,f,d,a
f,n,f,x,p,g,f,f,g,u
b,n,f,x,p,g,f,f,m,u
f,n,f,x,p,g,f,f,d,u
b,n,f,x,p,g,f,f,g,a
b,n,f,x,p,g,f,f,m,u
b,n,f,x,p,g,f,f,m,u
b,n,f,x,p,g,f,f,g,a
b,n,f,x,p,n,f,f,m,u
b,n,f,x,p,n,f,f,g,a
f,n,f,x,p,n,f,f,m,a
b,n,f,x,p,g,f,f,d,u
b,n,f,x,p,g,f,f,m,a
b,n,f,x,p,g,f,f,m,a
b,n,f,x,p,g,f,f,m,u
f,n,f,x,p,n,f,f,m,a
b,n,f,x,p,n,f,f,g,a
f,n,f,x,p,n,f,f,d,a
b,n,f,x,p,n,f,f,g,a
f,n,f,x,p,n,f,f,d,a
f,n,f,x,p,g,f,f,g,u
b,n,f,x,p,n,f,f,d,a
f,n,f,x,p,n,f,f,d,u
b,n,f,x,p,n,f,f,d,a
b,n,f,x,p,n,f,f,d,a
b,n,f,x,p,n,f,f,m,u
b,n,f,x,p,n,f,f,g,u
b,n,f,x,p,n,f,f,g,u
b,n,f,x,p,n,f,f,g,a
f,n,f,x,p,g,f,f,m,u
b,n,f,x,p,n,f,f,g,u
f,n,f,x,p,n,f,f,g,a
f,n,f,x,p,g,f,f,m,u
f,n,f,x,p,n,f,f,d,a
b,n,f,x,p,g,f,f,g,u
f,n,f,x,p,n,f,f,m,a
b,n,f,x,p,g,f,f,g,a
f,n,f,x,p,n,f,f,m,u
b,n,f,x,p,n,f,f,m,a
b,n,f,x,p,g,f,f,m,u
b,n,f,x,p,g,f,f,d,a
b,n,f,x,p,n,f,f,g,a
f,n,f,x,p,n,f,f,g,u
f,n,f,x,p,n,f,f,m,u
f,n,f,x,p,g,f,f,g,a
b,n,f,x,p,n,f,f,d,u
b,n,f,x,p,n,f,f,g,u
f,n,f,x,p,g,f,f,d,u
f,n,f,x,p,g,f,f,d,u
b,n,f,x,p,g,f,f,d,u
f,n,f,x,p,n,f,f,g,u
f,n,f,x,p,g,f,f,d,a
b,n,f,x,p,g,f,f,d,a
f,n,f,x,p,g,f,f,m,a
f,n,f,x,p,n,f,f,m,u
b,n,f,x,p,n,f,f,m,u
f,n,f,x,p,n,f,f,d,a
b,n,f,x,p,g,f,f,g,a
f,n,f,x,p,g,f,f,d,a
b,n,f,x,p,g,f,f,g,a
f,n,f,x,p,n,f,f,d,u
f,n,f,x,p,n,f,f,g,a
b,n,f,x,p,g,f,f,m,a
f,n,f,x,p,g,f,f,g,u
b,n,f,x,p,n,f,f,m,a
b,n,f,x,p,n,f,f,d,u
f,n,f,x,p,g,f,f,m,u
f,n,f,x,p,n,f,f,d,a
f,n,f,x,p,g,f,f,m,u
b,n,f,x,p,n,f,f,m,a
b,n,f,x,p,n,f,f,d,a
f,n,f,x,p,n,f,f,d,u
f,n,f,x,p,g,f,f,m,u
f,n,f,x,p,n,f,f,g,u
f,n,f,x,p,n,f,f,m,u
f,n,f,x,p,n,f,f,g,a
f,n,f,x,p,n,f,f,g,a
b,n,f,x,p,g,f,f,d,a
f,n,f,x,p,g,f,f,g,u
b,n,f,x,p,g,f,f,g,u
b,n,f,x,p,n,f,f,d,u
b,n,f,x,p,n,f,f,m,u
f,n,f,x,p,g,f,f,m,a
f,n,f,x,p,g,f,f,g,a
b,n,f,x,p,g,f,f,m,a
f,n,f,x,p,g,f,f,d,u
b,n,f,x,p,n,f,f,g,a
b,n,f,x,p,n,f,f,d,a
f,n,f,x,p,g,f,f,d,a
b,n,f,x,p,g,f,f,d,u
b,n,f,x,p,g,f,f,m,u
f,n,f,x,p,n,f,f,d,u
f,n,f,x,p,g,f,f,d,u
b,n,f,x,p,g,f,f,m,a
b,n,f,x,p,n,f,f,g,u
f,n,f,x,p,g,f,f,m,a
f,n,f,x,p,g,f,f,g,u
b,n,f,x,p,g,f,f,m,a
f,n,f,x,p,n,f,f,d,u
b,n,f,x,p,n,f,f,d,a
f,n,f,x,p,n,f,f,g,u
b,n,f,x,p,g,f,f,d,a
b,n,f,x,p,n,f,f,m,a
f,n,f,x,p,g,f,f,m,a
f,n,f,x,p,g,f,f,m,a
b,n,f,x,p,g,f,f,m,u
f,n,f,x,p,g,f,f,d,a
f,n,f,x,p,g,f,f,g,a
b,n,f,x,p,g,f,f,m,a
f,n,f,x,p,g,f,f,m,u
b,n,f,x,p,n,f,f,m,a
f,n,f,x,p,n,f,f,d,u
f,n,f,x,p,g,f,f,m,a
f,n,f,x,p,n,f,f,m,a
f,n,f,x,p,n,f,f,d,a
b,n,f,x,p,n,f,f,m,u
b,n,f,x,p,g,f,f,g,u
b,n,f,x,p,n,f,f,g,u
f,n,f,x,p,g,f,f,m,u
b,n,f,x,p,g,f,f,m,a
b,n,f,x,p,g,f,f,d,u
b,n,f,x,p,g,f,f,d,a
b,n,f,x,p,g,f,f,d,a
b,n,f,x,p,g,f,f,d,u
b,n,f,x,p,g,f,f,g,a
b,n,f,x,p,n,f,f,m,a
b,n,f,x,p,g,f,f,d,a
f,n,f,x,p,g,f,f,g,a
f,n,f,x,p,n,f,f,g,u
b,n,f,x,p,g,f,f,m,a
b,n,f,x,p,g,f,f,g,u
f,n,f,x,p,n,f,f,d,u
b,n,f,x,p,g,f,f,g,u
f,n,f,x,p,n,f,f,d,u
f,n,f,x,p,n,f,f,g,u
f,n,f,x,p,n,f,f,g,u
b,n,f,x,p,n,f,f,d,u
b,n,f,x,p,g,f,f,m,a
f,n,f,x,p,g,f,f,g,u
f,n,f,x,p,g,f,f,g,u
f,n,f,x,p,g,f,f,m,a
